generation,class,card,share,n_unique_elites
6,HUNTER,Tracking,0.0667,15
6,HUNTER,Twilight Drake,0.0667,15
6,HUNTER,Undertaker,0.5333,15
6,HUNTER,Unleash the Hounds,0.7333,15
6,HUNTER,Unstable Ghoul,0.2667,15
6,HUNTER,Webspinner,0.6,15
6,HUNTER,Wisp,0.1333,15
6,HUNTER,Worgen Infiltrator,0.1333,15
6,HUNTER,Young Dragonhawk,0.1333,15
6,HUNTER,Ysera,0.2667,15
6,MAGE,Abusive Sergeant,0.0606,33
6,MAGE,Acidic Swamp Ooze,0.1515,33
6,MAGE,Acolyte of Pain,0.0909,33
6,MAGE,Alarm-o-Bot,0.0303,33
6,MAGE,Alexstrasza,0.1818,33
6,MAGE,Amani Berserker,0.0909,33
6,MAGE,Ancient Brewmaster,0.0303,33
6,MAGE,Arcane Explosion,0.2424,33
6,MAGE,Arcane Golem,0.0303,33
6,MAGE,Arcane Intellect,0.6364,33
6,MAGE,Arcane Missiles,0.3333,33
6,MAGE,Archmage,0.0303,33
6,MAGE,Archmage Antonidas,0.0606,33
6,MAGE,Argent Commander,0.0909,33
6,MAGE,Azure Drake,0.303,33
6,MAGE,Baron Rivendare,0.0909,33
6,MAGE,Big Game Hunter,0.0303,33
6,MAGE,Blizzard,0.4545,33
6,MAGE,Bloodfen Raptor,0.0606,33
6,MAGE,Bloodmage Thalnos,0.1212,33
6,MAGE,Bluegill Warrior,0.1212,33
6,MAGE,Booty Bay Bodyguard,0.0909,33
6,MAGE,Cairne Bloodhoof,0.2727,33
6,MAGE,Chillwind Yeti,0.1515,33
6,MAGE,Cone of Cold,0.3333,33
6,MAGE,Counterspell,0.6061,33
6,MAGE,Cult Master,0.0606,33
6,MAGE,Dalaran Mage,0.0303,33
6,MAGE,Dancing Swords,0.1212,33
6,MAGE,Darkscale Healer,0.1212,33
6,MAGE,Deathlord,0.0606,33
6,MAGE,Demolisher,0.0909,33
6,MAGE,Doomsayer,0.2727,33
6,MAGE,Duplicate,0.303,33
6,MAGE,Earthen Ring Farseer,0.1212,33
6,MAGE,Echoing Ooze,0.0606,33
6,MAGE,Elven Archer,0.2424,33
6,MAGE,Ethereal Arcanist,0.2727,33
6,MAGE,Faerie Dragon,0.1212,33
6,MAGE,Feugen,0.0909,33
6,MAGE,Fireball,1.0,33
6,MAGE,Flamestrike,0.8485,33
6,MAGE,Frost Nova,0.4545,33
6,MAGE,Frostbolt,0.8485,33
6,MAGE,Frostwolf Grunt,0.0909,33
6,MAGE,Frostwolf Warlord,0.0606,33
6,MAGE,Gadgetzan Auctioneer,0.0909,33
6,MAGE,Gnomish Inventor,0.0606,33
6,MAGE,Harrison Jones,0.0606,33
6,MAGE,Harvest Golem,0.0606,33
6,MAGE,Hungry Crab,0.0606,33
6,MAGE,Ice Barrier,0.6364,33
6,MAGE,Ice Block,0.5758,33
6,MAGE,Ice Lance,0.2121,33
6,MAGE,Imp Master,0.0303,33
6,MAGE,Jungle Panther,0.0303,33
6,MAGE,Kirin Tor Mage,0.3333,33
6,MAGE,Knife Juggler,0.0606,33
6,MAGE,Leper Gnome,0.1212,33
6,MAGE,Loatheb,0.3636,33
6,MAGE,Loot Hoarder,0.2121,33
6,MAGE,Mad Scientist,0.4848,33
6,MAGE,Maexxna,0.0606,33
6,MAGE,Mana Wraith,0.1515,33
6,MAGE,Mana Wyrm,0.303,33
6,MAGE,Mirror Entity,0.2424,33
6,MAGE,Mirror Image,0.2424,33
6,MAGE,Mogu'shan Warden,0.2121,33
6,MAGE,Molten Giant,0.0909,33
6,MAGE,Mountain Giant,0.0606,33
6,MAGE,Murloc Tidehunter,0.1212,33
6,MAGE,Nightblade,0.2121,33
6,MAGE,Novice Engineer,0.1818,33
6,MAGE,Nozdormu,0.0606,33
6,MAGE,Ogre Magi,0.0606,33
6,MAGE,Polymorph,0.5455,33
6,MAGE,Pyroblast,0.303,33
6,MAGE,Ragnaros the Firelord,0.2727,33
6,MAGE,Raid Leader,0.0606,33
6,MAGE,Razorfen Hunter,0.0606,33
6,MAGE,Reckless Rocketeer,0.0606,33
6,MAGE,River Crocolisk,0.0606,33
6,MAGE,Scarlet Crusader,0.0606,33
6,MAGE,Secretkeeper,0.0909,33
6,MAGE,Sen'jin Shieldmasta,0.1818,33
6,MAGE,Shade of Naxxramas,0.0303,33
6,MAGE,Shieldbearer,0.0303,33
6,MAGE,Sludge Belcher,0.3636,33
6,MAGE,Sorcerer's Apprentice,0.2727,33
6,MAGE,Spellbender,0.1212,33
6,MAGE,Stalagg,0.1818,33
6,MAGE,Stormpike Commando,0.1212,33
6,MAGE,Sunwalker,0.0606,33
6,MAGE,Sylvanas Windrunner,0.1212,33
6,MAGE,Undertaker,0.1212,33
6,MAGE,Unstable Ghoul,0.0606,33
6,MAGE,Vaporize,0.4545,33
6,MAGE,Venture Co. Mercenary,0.0606,33
6,MAGE,Voodoo Doctor,0.0606,33
6,MAGE,Water Elemental,0.0606,33
6,MAGE,Wild Pyromancer,0.0303,33
6,MAGE,Windfury Harpy,0.0909,33
6,MAGE,Wolfrider,0.1515,33
6,MAGE,Worgen Infiltrator,0.0606,33
6,MAGE,Young Dragonhawk,0.0606,33
6,WARRIOR,Abomination,0.1429,28
6,WARRIOR,Acolyte of Pain,0.9643,28
6,WARRIOR,Alexstrasza,0.4643,28
6,WARRIOR,Amani Berserker,0.1071,28
6,WARRIOR,Arathi Weaponsmith,0.1786,28
6,WARRIOR,Arcanite Reaper,0.0357,28
6,WARRIOR,Argent Commander,0.1071,28
6,WARRIOR,Armorsmith,0.8571,28
6,WARRIOR,Azure Drake,0.1429,28
6,WARRIOR,Baron Geddon,0.2857,28
6,WARRIOR,Battle Rage,0.1071,28
6,WARRIOR,Bluegill Warrior,0.1071,28
6,WARRIOR,Brawl,0.4643,28
6,WARRIOR,Cairne Bloodhoof,0.2143,28
6,WARRIOR,Cleave,0.6071,28
6,WARRIOR,Cruel Taskmaster,0.7857,28
6,WARRIOR,Dark Iron Dwarf,0.0357,28
6,WARRIOR,Death's Bite,0.3929,28
6,WARRIOR,Defender of Argus,0.2143,28
6,WARRIOR,Demolisher,0.0357,28
6,WARRIOR,Dread Corsair,0.0714,28
6,WARRIOR,Elven Archer,0.0357,28
6,WARRIOR,Execute,1.0,28
6,WARRIOR,Faceless Manipulator,0.2143,28
6,WARRIOR,Feugen,0.0714,28
6,WARRIOR,Fiery War Axe,1.0,28
6,WARRIOR,Frost Elemental,0.1071,28
6,WARRIOR,Frostwolf Grunt,0.1071,28
6,WARRIOR,Frothing Berserker,0.2857,28
6,WARRIOR,Gorehowl,0.2857,28
6,WARRIOR,Grommash Hellscream,0.6429,28
6,WARRIOR,Gurubashi Berserker,0.0357,28
6,WARRIOR,Harrison Jones,0.2143,28
6,WARRIOR,Harvest Golem,0.2143,28
6,WARRIOR,Haunted Creeper,0.2143,28
6,WARRIOR,Heroic Strike,0.1071,28
6,WARRIOR,Hungry Crab,0.0357,28
6,WARRIOR,Injured Blademaster,0.0357,28
6,WARRIOR,Inner Rage,0.1786,28
6,WARRIOR,Ironforge Rifleman,0.0357,28
6,WARRIOR,Jungle Panther,0.0714,28
6,WARRIOR,Kel'Thuzad,0.0357,28
6,WARRIOR,Kor'kron Elite,0.1429,28
6,WARRIOR,Leeroy Jenkins,0.0714,28
6,WARRIOR,Leper Gnome,0.2143,28
6,WARRIOR,Lightwarden,0.0714,28
6,WARRIOR,Loatheb,0.4286,28
6,WARRIOR,Loot Hoarder,0.2143,28
6,WARRIOR,Lorewalker Cho,0.0714,28
6,WARRIOR,Mad Bomber,0.0357,28
6,WARRIOR,Mad Scientist,0.1429,28
6,WARRIOR,Maexxna,0.0357,28
6,WARRIOR,Mind Control Tech,0.0357,28
6,WARRIOR,Mogu'shan Warden,0.0357,28
6,WARRIOR,Mortal Strike,0.0357,28
6,WARRIOR,Murloc Warleader,0.0714,28
6,WARRIOR,Nat Pagle,0.0714,28
6,WARRIOR,Nerubian Egg,0.0357,28
6,WARRIOR,Nozdormu,0.0714,28
6,WARRIOR,Pint-Sized Summoner,0.0714,28
6,WARRIOR,Questing Adventurer,0.0714,28
6,WARRIOR,Raging Worgen,0.1786,28
6,WARRIOR,Ragnaros the Firelord,0.4643,28
6,WARRIOR,Reckless Rocketeer,0.0714,28
6,WARRIOR,Sen'jin Shieldmasta,0.1786,28
6,WARRIOR,Shade of Naxxramas,0.1429,28
6,WARRIOR,Shield Block,0.8929,28
6,WARRIOR,Shield Slam,0.8571,28
6,WARRIOR,Slam,0.6786,28
6,WARRIOR,Sludge Belcher,0.9643,28
6,WARRIOR,Spectral Knight,0.1071,28
6,WARRIOR,Spellbreaker,0.1071,28
6,WARRIOR,Stalagg,0.4286,28
6,WARRIOR,Sunwalker,0.1786,28
6,WARRIOR,Sylvanas Windrunner,0.4286,28
6,WARRIOR,The Black Knight,0.3929,28
6,WARRIOR,Tinkmaster Overspark,0.1429,28
6,WARRIOR,Undertaker,0.25,28
6,WARRIOR,Unstable Ghoul,0.6786,28
6,WARRIOR,Warsong Commander,0.1071,28
6,WARRIOR,Whirlwind,0.4286,28
6,WARRIOR,Wild Pyromancer,0.1429,28
6,WARRIOR,Youthful Brewmaster,0.0357,28
6,WARRIOR,Ysera,0.3214,28
6,WARRIOR,Zombie Chow,0.1786,28
7,HUNTER,Alexstrasza,0.2143,14
7,HUNTER,Ancient Brewmaster,0.2143,14
7,HUNTER,Animal Companion,0.4286,14
7,HUNTER,Arcane Shot,0.1429,14
7,HUNTER,Argent Squire,0.1429,14
7,HUNTER,Baron Geddon,0.2143,14
7,HUNTER,Baron Rivendare,0.2857,14
7,HUNTER,Cairne Bloodhoof,0.0714,14
7,HUNTER,Deadly Shot,0.2143,14
7,HUNTER,Dire Wolf Alpha,0.1429,14
7,HUNTER,Eaglehorn Bow,0.7143,14
7,HUNTER,Echoing Ooze,0.0714,14
7,HUNTER,Elven Archer,0.1429,14
7,HUNTER,Explosive Shot,0.3571,14
7,HUNTER,Explosive Trap,0.7857,14
7,HUNTER,Feugen,0.1429,14
7,HUNTER,Flare,0.4286,14
7,HUNTER,Freezing Trap,0.7857,14
7,HUNTER,Frostwolf Grunt,0.1429,14
7,HUNTER,Goldshire Footman,0.1429,14
7,HUNTER,Harvest Golem,0.2857,14
7,HUNTER,Haunted Creeper,0.6429,14
7,HUNTER,Houndmaster,0.5,14
7,HUNTER,Hungry Crab,0.0714,14
7,HUNTER,Hunter's Mark,0.7857,14
7,HUNTER,Ironbeak Owl,0.0714,14
7,HUNTER,Ironfur Grizzly,0.1429,14
7,HUNTER,Kel'Thuzad,0.2143,14
7,HUNTER,Kill Command,0.1429,14
7,HUNTER,King Krush,0.1429,14
7,HUNTER,Knife Juggler,0.0714,14
7,HUNTER,Leeroy Jenkins,0.1429,14
7,HUNTER,Leper Gnome,0.7143,14
7,HUNTER,Loatheb,0.2857,14
7,HUNTER,Loot Hoarder,0.3571,14
7,HUNTER,Mad Scientist,0.8571,14
7,HUNTER,Maexxna,0.2143,14
7,HUNTER,Misdirection,0.5,14
7,HUNTER,Mogu'shan Warden,0.0714,14
7,HUNTER,Mountain Giant,0.0714,14
7,HUNTER,Multi-Shot,0.2143,14
7,HUNTER,Murloc Raider,0.1429,14
7,HUNTER,Murloc Tidehunter,0.1429,14
7,HUNTER,Nat Pagle,0.0714,14
7,HUNTER,Nerub'ar Weblord,0.2143,14
7,HUNTER,Novice Engineer,0.0714,14
7,HUNTER,Oasis Snapjaw,0.1429,14
7,HUNTER,Ragnaros the Firelord,0.2143,14
7,HUNTER,Reckless Rocketeer,0.0714,14
7,HUNTER,Savannah Highmane,0.5714,14
7,HUNTER,Scarlet Crusader,0.0714,14
7,HUNTER,Shieldbearer,0.2143,14
7,HUNTER,Silvermoon Guardian,0.0714,14
7,HUNTER,Sludge Belcher,0.1429,14
7,HUNTER,Snake Trap,0.0714,14
7,HUNTER,Spectral Knight,0.0714,14
7,HUNTER,Stalagg,0.1429,14
7,HUNTER,Starving Buzzard,0.5,14
7,HUNTER,Stonetusk Boar,0.1429,14
7,HUNTER,Sylvanas Windrunner,0.2143,14
7,HUNTER,Timber Wolf,0.1429,14
7,HUNTER,Tracking,0.0714,14
7,HUNTER,Undertaker,0.5714,14
7,HUNTER,Unleash the Hounds,0.7857,14
7,HUNTER,Unstable Ghoul,0.2143,14
7,HUNTER,Webspinner,0.6429,14
7,HUNTER,Wisp,0.1429,14
7,HUNTER,Worgen Infiltrator,0.1429,14
7,HUNTER,Young Dragonhawk,0.1429,14
7,HUNTER,Ysera,0.2143,14
7,MAGE,Abusive Sergeant,0.0588,34
7,MAGE,Acidic Swamp Ooze,0.1471,34
7,MAGE,Acolyte of Pain,0.0882,34
7,MAGE,Alarm-o-Bot,0.0294,34
7,MAGE,Alexstrasza,0.2059,34
7,MAGE,Amani Berserker,0.0882,34
7,MAGE,Ancient Brewmaster,0.0294,34
7,MAGE,Arcane Explosion,0.2647,34
7,MAGE,Arcane Golem,0.0294,34
7,MAGE,Arcane Intellect,0.6471,34
7,MAGE,Arcane Missiles,0.3529,34
7,MAGE,Archmage,0.0294,34
7,MAGE,Archmage Antonidas,0.0588,34
7,MAGE,Argent Commander,0.0882,34
7,MAGE,Azure Drake,0.2941,34
7,MAGE,Baron Rivendare,0.0882,34
7,MAGE,Big Game Hunter,0.0294,34
7,MAGE,Blizzard,0.4706,34
7,MAGE,Bloodfen Raptor,0.0588,34
7,MAGE,Bloodmage Thalnos,0.1471,34
7,MAGE,Bluegill Warrior,0.1176,34
7,MAGE,Booty Bay Bodyguard,0.0882,34
7,MAGE,Cairne Bloodhoof,0.2647,34
7,MAGE,Chillwind Yeti,0.1471,34
7,MAGE,Cone of Cold,0.3529,34
7,MAGE,Counterspell,0.5882,34
7,MAGE,Cult Master,0.0588,34
7,MAGE,Dalaran Mage,0.0294,34
7,MAGE,Dancing Swords,0.1176,34
7,MAGE,Darkscale Healer,0.1176,34
7,MAGE,Deathlord,0.0588,34
7,MAGE,Demolisher,0.0882,34
7,MAGE,Doomsayer,0.2941,34
7,MAGE,Duplicate,0.3235,34
7,MAGE,Earthen Ring Farseer,0.1176,34
7,MAGE,Echoing Ooze,0.0588,34
7,MAGE,Elven Archer,0.2353,34
7,MAGE,Ethereal Arcanist,0.2647,34
7,MAGE,Faerie Dragon,0.1176,34
7,MAGE,Feugen,0.0882,34
7,MAGE,Fireball,1.0,34
7,MAGE,Flamestrike,0.8235,34
7,MAGE,Frost Nova,0.4706,34
7,MAGE,Frostbolt,0.8529,34
7,MAGE,Frostwolf Grunt,0.0882,34
7,MAGE,Frostwolf Warlord,0.0588,34
7,MAGE,Gadgetzan Auctioneer,0.0882,34
7,MAGE,Gnomish Inventor,0.0588,34
7,MAGE,Harrison Jones,0.0588,34
7,MAGE,Harvest Golem,0.0588,34
7,MAGE,Hungry Crab,0.0588,34
7,MAGE,Ice Barrier,0.6471,34
7,MAGE,Ice Block,0.5882,34
7,MAGE,Ice Lance,0.2353,34
7,MAGE,Imp Master,0.0588,34
7,MAGE,Jungle Panther,0.0294,34
7,MAGE,Kirin Tor Mage,0.3235,34
7,MAGE,Knife Juggler,0.0588,34
7,MAGE,Leper Gnome,0.1176,34
7,MAGE,Loatheb,0.3529,34
7,MAGE,Loot Hoarder,0.2059,34
7,MAGE,Mad Scientist,0.4706,34
7,MAGE,Maexxna,0.0588,34
7,MAGE,Mana Wraith,0.1471,34
7,MAGE,Mana Wyrm,0.2941,34
7,MAGE,Mirror Entity,0.2353,34
7,MAGE,Mirror Image,0.2353,34
7,MAGE,Mogu'shan Warden,0.2059,34
7,MAGE,Molten Giant,0.0882,34
7,MAGE,Mountain Giant,0.0588,34
7,MAGE,Murloc Tidehunter,0.1176,34
7,MAGE,Nightblade,0.2059,34
7,MAGE,Novice Engineer,0.1765,34
7,MAGE,Nozdormu,0.0588,34
7,MAGE,Ogre Magi,0.0588,34
7,MAGE,Polymorph,0.5294,34
7,MAGE,Pyroblast,0.3235,34
7,MAGE,Ragnaros the Firelord,0.2647,34
7,MAGE,Raid Leader,0.0588,34
7,MAGE,Razorfen Hunter,0.0588,34
7,MAGE,Reckless Rocketeer,0.0588,34
7,MAGE,River Crocolisk,0.0588,34
7,MAGE,Scarlet Crusader,0.0588,34
7,MAGE,Secretkeeper,0.0882,34
7,MAGE,Sen'jin Shieldmasta,0.2059,34
7,MAGE,Shade of Naxxramas,0.0294,34
7,MAGE,Shieldbearer,0.0588,34
7,MAGE,Sludge Belcher,0.3529,34
7,MAGE,Sorcerer's Apprentice,0.2647,34
7,MAGE,Spellbender,0.1176,34
7,MAGE,Stalagg,0.1765,34
7,MAGE,Stormpike Commando,0.1176,34
7,MAGE,Sunwalker,0.0588,34
7,MAGE,Sylvanas Windrunner,0.1176,34
7,MAGE,Undertaker,0.1176,34
7,MAGE,Unstable Ghoul,0.0588,34
7,MAGE,Vaporize,0.4412,34
7,MAGE,Venture Co. Mercenary,0.0588,34
7,MAGE,Voodoo Doctor,0.0588,34
7,MAGE,Water Elemental,0.0588,34
7,MAGE,Wild Pyromancer,0.0294,34
7,MAGE,Windfury Harpy,0.0882,34
7,MAGE,Wolfrider,0.1471,34
7,MAGE,Worgen Infiltrator,0.0588,34
7,MAGE,Young Dragonhawk,0.0588,34
7,WARRIOR,Abomination,0.1429,28
7,WARRIOR,Acolyte of Pain,0.9643,28
7,WARRIOR,Alexstrasza,0.5357,28
7,WARRIOR,Amani Berserker,0.0714,28
7,WARRIOR,Arathi Weaponsmith,0.1786,28
7,WARRIOR,Arcanite Reaper,0.0357,28
7,WARRIOR,Argent Commander,0.0714,28
7,WARRIOR,Armorsmith,0.8929,28
7,WARRIOR,Azure Drake,0.1429,28
7,WARRIOR,Baron Geddon,0.3214,28
7,WARRIOR,Battle Rage,0.1071,28
7,WARRIOR,Bluegill Warrior,0.0714,28
7,WARRIOR,Brawl,0.4643,28
7,WARRIOR,Cairne Bloodhoof,0.25,28
7,WARRIOR,Cleave,0.5357,28
7,WARRIOR,Coldlight Oracle,0.0357,28
7,WARRIOR,Cruel Taskmaster,0.7857,28
7,WARRIOR,Death's Bite,0.4643,28
7,WARRIOR,Defender of Argus,0.2143,28
7,WARRIOR,Demolisher,0.0357,28
7,WARRIOR,Dread Corsair,0.0714,28
7,WARRIOR,Elven Archer,0.0357,28
7,WARRIOR,Execute,1.0,28
7,WARRIOR,Faceless Manipulator,0.2143,28
7,WARRIOR,Feugen,0.0714,28
7,WARRIOR,Fiery War Axe,1.0,28
7,WARRIOR,Frost Elemental,0.1071,28
7,WARRIOR,Frostwolf Grunt,0.1071,28
7,WARRIOR,Frothing Berserker,0.25,28
7,WARRIOR,Gorehowl,0.2857,28
7,WARRIOR,Grommash Hellscream,0.6071,28
7,WARRIOR,Gurubashi Berserker,0.0357,28
7,WARRIOR,Harrison Jones,0.25,28
7,WARRIOR,Harvest Golem,0.2143,28
7,WARRIOR,Haunted Creeper,0.2143,28
7,WARRIOR,Heroic Strike,0.1071,28
7,WARRIOR,Hungry Crab,0.0357,28
7,WARRIOR,Injured Blademaster,0.0357,28
7,WARRIOR,Inner Rage,0.1786,28
7,WARRIOR,Ironforge Rifleman,0.0357,28
7,WARRIOR,Jungle Panther,0.0714,28
7,WARRIOR,Kel'Thuzad,0.0357,28
7,WARRIOR,Kor'kron Elite,0.1071,28
7,WARRIOR,Leeroy Jenkins,0.1071,28
7,WARRIOR,Leper Gnome,0.2143,28
7,WARRIOR,Lightwarden,0.0714,28
7,WARRIOR,Loatheb,0.4643,28
7,WARRIOR,Loot Hoarder,0.2143,28
7,WARRIOR,Lord of the Arena,0.0357,28
7,WARRIOR,Lorewalker Cho,0.1071,28
7,WARRIOR,Mad Bomber,0.0357,28
7,WARRIOR,Mad Scientist,0.1429,28
7,WARRIOR,Maexxna,0.0714,28
7,WARRIOR,Mind Control Tech,0.0357,28
7,WARRIOR,Mogu'shan Warden,0.0357,28
7,WARRIOR,Mortal Strike,0.0357,28
7,WARRIOR,Murloc Warleader,0.0714,28
7,WARRIOR,Nat Pagle,0.0357,28
7,WARRIOR,Nozdormu,0.0714,28
7,WARRIOR,Pint-Sized Summoner,0.0357,28
7,WARRIOR,Questing Adventurer,0.0357,28
7,WARRIOR,Raging Worgen,0.1786,28
7,WARRIOR,Ragnaros the Firelord,0.5,28
7,WARRIOR,Reckless Rocketeer,0.0357,28
7,WARRIOR,Sen'jin Shieldmasta,0.1786,28
7,WARRIOR,Shade of Naxxramas,0.1071,28
7,WARRIOR,Shield Block,0.9286,28
7,WARRIOR,Shield Slam,0.8929,28
7,WARRIOR,Slam,0.6786,28
7,WARRIOR,Sludge Belcher,0.9643,28
7,WARRIOR,Spectral Knight,0.0714,28
7,WARRIOR,Spellbreaker,0.0714,28
7,WARRIOR,Stalagg,0.3929,28
7,WARRIOR,Sunwalker,0.1786,28
7,WARRIOR,Sylvanas Windrunner,0.5,28
7,WARRIOR,The Black Knight,0.3929,28
7,WARRIOR,Tinkmaster Overspark,0.1429,28
7,WARRIOR,Undertaker,0.25,28
7,WARRIOR,Unstable Ghoul,0.6429,28
7,WARRIOR,Venture Co. Mercenary,0.0357,28
7,WARRIOR,Warsong Commander,0.0714,28
7,WARRIOR,Whirlwind,0.3929,28
7,WARRIOR,Wild Pyromancer,0.1429,28
7,WARRIOR,Youthful Brewmaster,0.0357,28
7,WARRIOR,Ysera,0.3929,28
7,WARRIOR,Zombie Chow,0.1786,28
8,HUNTER,Alexstrasza,0.2143,14
8,HUNTER,Ancient Brewmaster,0.2143,14
8,HUNTER,Animal Companion,0.4286,14
8,HUNTER,Arcane Shot,0.1429,14
8,HUNTER,Argent Squire,0.1429,14
8,HUNTER,Baron Geddon,0.2143,14
8,HUNTER,Baron Rivendare,0.2857,14
8,HUNTER,Cairne Bloodhoof,0.0714,14
8,HUNTER,Deadly Shot,0.2143,14
8,HUNTER,Dire Wolf Alpha,0.1429,14
8,HUNTER,Eaglehorn Bow,0.7143,14
8,HUNTER,Echoing Ooze,0.0714,14
8,HUNTER,Elven Archer,0.1429,14
8,HUNTER,Explosive Shot,0.3571,14
8,HUNTER,Explosive Trap,0.7857,14
8,HUNTER,Feugen,0.1429,14
8,HUNTER,Flare,0.4286,14
8,HUNTER,Freezing Trap,0.7857,14
8,HUNTER,Frostwolf Grunt,0.1429,14
8,HUNTER,Goldshire Footman,0.1429,14
8,HUNTER,Harvest Golem,0.2857,14
8,HUNTER,Haunted Creeper,0.6429,14
8,HUNTER,Houndmaster,0.5,14
8,HUNTER,Hungry Crab,0.0714,14
8,HUNTER,Hunter's Mark,0.7857,14
8,HUNTER,Ironbeak Owl,0.0714,14
8,HUNTER,Ironfur Grizzly,0.1429,14
8,HUNTER,Kel'Thuzad,0.2143,14
8,HUNTER,Kill Command,0.1429,14
8,HUNTER,King Krush,0.1429,14
8,HUNTER,Knife Juggler,0.0714,14
8,HUNTER,Leeroy Jenkins,0.1429,14
8,HUNTER,Leper Gnome,0.7143,14
8,HUNTER,Loatheb,0.2857,14
8,HUNTER,Loot Hoarder,0.3571,14
8,HUNTER,Mad Scientist,0.8571,14
8,HUNTER,Maexxna,0.2143,14
8,HUNTER,Misdirection,0.5,14
8,HUNTER,Mogu'shan Warden,0.0714,14
8,HUNTER,Mountain Giant,0.0714,14
8,HUNTER,Multi-Shot,0.2143,14
8,HUNTER,Murloc Raider,0.1429,14
8,HUNTER,Murloc Tidehunter,0.1429,14
8,HUNTER,Nat Pagle,0.0714,14
8,HUNTER,Nerub'ar Weblord,0.2143,14
8,HUNTER,Novice Engineer,0.0714,14
8,HUNTER,Oasis Snapjaw,0.1429,14
8,HUNTER,Ragnaros the Firelord,0.2143,14
8,HUNTER,Reckless Rocketeer,0.0714,14
8,HUNTER,Savannah Highmane,0.5714,14
8,HUNTER,Scarlet Crusader,0.0714,14
8,HUNTER,Shieldbearer,0.2143,14
8,HUNTER,Silvermoon Guardian,0.0714,14
8,HUNTER,Sludge Belcher,0.1429,14
8,HUNTER,Snake Trap,0.0714,14
8,HUNTER,Spectral Knight,0.0714,14
8,HUNTER,Stalagg,0.1429,14
8,HUNTER,Starving Buzzard,0.5,14
8,HUNTER,Stonetusk Boar,0.1429,14
8,HUNTER,Sylvanas Windrunner,0.2143,14
8,HUNTER,Timber Wolf,0.1429,14
8,HUNTER,Tracking,0.0714,14
8,HUNTER,Undertaker,0.5714,14
8,HUNTER,Unleash the Hounds,0.7857,14
8,HUNTER,Unstable Ghoul,0.2143,14
8,HUNTER,Webspinner,0.6429,14
8,HUNTER,Wisp,0.1429,14
8,HUNTER,Worgen Infiltrator,0.1429,14
8,HUNTER,Young Dragonhawk,0.1429,14
8,HUNTER,Ysera,0.2143,14
8,MAGE,Abusive Sergeant,0.0278,36
8,MAGE,Acidic Swamp Ooze,0.1389,36
8,MAGE,Acolyte of Pain,0.0833,36
8,MAGE,Alarm-o-Bot,0.0278,36
8,MAGE,Alexstrasza,0.1944,36
8,MAGE,Amani Berserker,0.0833,36
8,MAGE,Ancient Brewmaster,0.0278,36
8,MAGE,Arcane Explosion,0.2778,36
8,MAGE,Arcane Intellect,0.6389,36
8,MAGE,Arcane Missiles,0.3611,36
8,MAGE,Archmage,0.0278,36
8,MAGE,Archmage Antonidas,0.0556,36
8,MAGE,Argent Commander,0.0833,36
8,MAGE,Azure Drake,0.3056,36
8,MAGE,Baron Rivendare,0.0833,36
8,MAGE,Big Game Hunter,0.0278,36
8,MAGE,Blizzard,0.5278,36
8,MAGE,Bloodfen Raptor,0.0556,36
8,MAGE,Bloodmage Thalnos,0.1111,36
8,MAGE,Bluegill Warrior,0.1389,36
8,MAGE,Booty Bay Bodyguard,0.0833,36
8,MAGE,Cairne Bloodhoof,0.2222,36
8,MAGE,Chillwind Yeti,0.1389,36
8,MAGE,Cone of Cold,0.3889,36
8,MAGE,Counterspell,0.6111,36
8,MAGE,Cult Master,0.0556,36
8,MAGE,Dalaran Mage,0.0278,36
8,MAGE,Dancing Swords,0.1111,36
8,MAGE,Darkscale Healer,0.1389,36
8,MAGE,Deathlord,0.0556,36
8,MAGE,Demolisher,0.1111,36
8,MAGE,Doomsayer,0.3333,36
8,MAGE,Duplicate,0.3056,36
8,MAGE,Earthen Ring Farseer,0.1111,36
8,MAGE,Echoing Ooze,0.0833,36
8,MAGE,Elven Archer,0.25,36
8,MAGE,Ethereal Arcanist,0.2222,36
8,MAGE,Faerie Dragon,0.1111,36
8,MAGE,Feugen,0.0833,36
8,MAGE,Fireball,1.0,36
8,MAGE,Flamestrike,0.8056,36
8,MAGE,Frost Nova,0.5,36
8,MAGE,Frostbolt,0.8611,36
8,MAGE,Frostwolf Grunt,0.0833,36
8,MAGE,Frostwolf Warlord,0.0556,36
8,MAGE,Gadgetzan Auctioneer,0.0833,36
8,MAGE,Gnomish Inventor,0.0556,36
8,MAGE,Harrison Jones,0.0556,36
8,MAGE,Harvest Golem,0.0556,36
8,MAGE,Hungry Crab,0.0556,36
8,MAGE,Ice Barrier,0.6667,36
8,MAGE,Ice Block,0.6111,36
8,MAGE,Ice Lance,0.2222,36
8,MAGE,Imp Master,0.0556,36
8,MAGE,Injured Blademaster,0.0278,36
8,MAGE,Jungle Panther,0.0278,36
8,MAGE,Kirin Tor Mage,0.2778,36
8,MAGE,Knife Juggler,0.0556,36
8,MAGE,Leper Gnome,0.1111,36
8,MAGE,Loatheb,0.3611,36
8,MAGE,Loot Hoarder,0.25,36
8,MAGE,Mad Scientist,0.5,36
8,MAGE,Maexxna,0.0556,36
8,MAGE,Mana Wraith,0.1667,36
8,MAGE,Mana Wyrm,0.3056,36
8,MAGE,Mirror Entity,0.1944,36
8,MAGE,Mirror Image,0.2222,36
8,MAGE,Mogu'shan Warden,0.2222,36
